Gender;Weight;Body Shape Index;Waist;Hips;Bust/Chest;Height
Male;61;4;114.37;92.99;119.8;180.04
Male;66;0;89.04;105.48;130.3;180.82
Male;88;4;121.92;97.76;121.66;159.4
Male;42;0;88.03;101.32;105.31;171.75
Male;69;0;121.92;91.4;107.09;197.58
Male;70;1;112.16;87.07;101.01;191.69
Male;43;4;74.61;66.04;121.71;154.9
Male;42;1;119.24;104.58;104.0;195.87
Male;70;4;117.96;94.98;104.16;198.12
Male;72;4;114.26;70.27;86.36;163.84
Male;76;0;119.86;82.44;108.36;153.89
Male;80;0;92.1;72.96;126.24;193.06
Male;60;2;121.92;73.23;122.94;152.78
Male;54;3;107.39;84.61;97.82;198.12
Male;87;0;73.71;87.55;96.94;185.07
Male;74;1;80.94;78.6;107.76;195.5
Male;92;1;105.33;97.03;94.88;157.49
Male;56;0;93.92;76.92;98.39;184.09
Male;53;3;81.95;111.1;123.53;181.54
Male;73;3;112.51;66.04;82.18;155.18
Male;72;3;86.17;120.25;99.68;198.12
Male;79;3;113.29;84.43;100.6;196.14
Male;58;2;91.02;76.38;101.09;198.12
Male;117;0;121.92;66.04;121.19;198.12
Male;88;1;83.92;66.04;105.04;171.58
Male;94;1;119.44;88.75;104.87;192.65
Male;68;2;90.34;77.0;113.44;194.07
Male;67;3;109.34;78.03;121.59;188.43
Male;86;4;121.92;108.04;115.03;155.52
Male;66;4;105.78;115.31;85.04;181.38
Male;57;1;114.11;92.8;132.08;148.4
Male;87;1;104.46;83.04;111.15;196.95
Male;82;4;117.07;107.77;98.75;198.12
Male;83;0;72.09;66.04;127.02;187.52
Male;80;2;97.51;79.14;92.31;188.51
Male;54;0;104.95;93.86;116.98;180.65
Male;68;1;113.47;97.82;80.52;198.12
Male;75;1;116.53;109.36;118.17;162.13
Male;69;0;78.25;73.48;114.87;149.93
Male;87;0;86.73;118.62;118.01;198.12
Male;80;0;89.82;77.39;110.18;181.01
Male;63;4;101.62;101.01;106.39;193.01
Male;84;3;108.74;88.04;100.6;191.13
Male;65;1;121.92;101.16;115.73;153.41
Male;63;4;109.43;116.97;100.11;177.68
Male;67;0;83.79;66.04;120.9;174.53
Male;68;3;78.15;69.28;100.58;150.72
Male;69;3;85.2;99.56;127.03;177.7
Male;83;3;105.12;113.79;81.82;198.12
Male;64;4;121.92;96.55;98.38;193.72
Male;80;3;104.62;120.81;85.25;166.0
Male;63;4;76.24;114.04;132.08;159.4
Male;87;4;82.93;102.16;128.04;172.36
Male;78;4;121.92;105.95;94.18;198.12
Male;73;0;110.37;112.85;88.05;178.64
Male;89;4;121.42;66.94;101.29;193.75
Male;95;1;100.98;106.31;116.49;191.21
Male;83;3;83.69;66.04;124.41;194.03
Male;77;4;112.61;110.95;115.83;183.92
Male;74;4;119.83;69.81;114.57;184.98
Male;79;4;97.91;66.49;103.99;181.55
Male;68;2;121.92;104.25;94.94;180.27
Male;84;0;80.82;85.36;117.08;181.05
Male;96;1;79.2;83.34;103.15;187.85
Male;84;4;98.08;106.39;107.24;184.53
Male;71;2;83.87;119.77;105.48;186.06
Male;66;4;90.47;103.17;117.97;198.12
Male;75;3;116.14;66.91;121.44;188.87
Male;89;0;101.47;95.55;132.08;198.12
Male;62;4;75.87;110.45;93.13;178.38
Male;96;0;120.84;114.83;115.57;160.3
Male;80;1;81.62;110.57;117.04;155.9
Male;69;1;75.74;70.73;84.41;183.55
Male;84;0;78.78;109.27;83.4;194.0
Male;43;4;99.73;78.25;125.01;194.39
Male;98;0;91.67;79.61;102.84;181.34
Male;80;4;109.28;118.7;119.97;177.93
Male;96;1;102.32;70.36;125.63;193.31
Male;95;1;92.57;110.99;111.91;185.7
Male;63;1;94.36;97.42;102.28;194.11
Male;77;0;99.29;73.76;121.66;198.12
Male;104;1;76.72;93.2;125.55;174.52
Male;71;0;76.63;66.61;106.5;191.08
Male;86;3;95.24;67.53;115.46;171.23
Male;52;4;107.25;118.27;124.7;174.6
Male;82;0;73.82;113.46;103.56;176.15
Male;86;0;100.82;71.16;125.62;182.4
Male;99;3;77.76;92.26;89.19;198.12
Male;44;0;109.67;86.9;94.14;178.62
Male;70;4;82.31;76.65;109.87;193.89
Male;61;4;91.22;89.18;112.08;164.19
Male;105;4;97.7;94.83;95.32;167.4
Male;86;4;112.81;114.31;98.85;155.72
Male;60;2;118.06;121.7;111.38;182.62
Male;68;0;90.2;113.49;117.37;198.12
Male;52;1;116.39;87.28;101.63;173.93
Male;75;0;98.63;118.99;115.58;175.95
Male;73;4;83.99;116.34;100.73;189.29
Male;80;3;98.98;75.4;84.19;151.45
Male;59;0;98.59;114.31;117.58;191.49
Male;83;0;84.0;74.32;101.81;181.85
Male;58;1;106.2;72.46;82.18;187.13
Male;42;4;88.08;76.29;89.31;198.12
Male;81;0;106.48;107.66;78.87;158.58
Male;70;2;87.77;76.23;131.3;190.59
Male;63;1;91.6;76.73;104.14;187.81
Male;94;4;96.95;95.19;109.68;192.76
Male;60;4;121.92;109.63;118.71;190.25
Male;96;1;121.27;92.48;89.28;185.33
Male;83;1;104.53;119.05;117.26;190.12
Male;83;3;81.57;66.04;86.72;172.96
Male;69;4;111.82;85.28;128.24;188.28
Male;92;4;109.82;74.06;98.59;198.12
Male;89;3;114.95;116.86;102.33;172.84
Male;82;1;71.1;66.04;132.08;156.0
Male;56;3;92.37;66.04;120.52;192.52
Male;68;3;92.57;92.61;103.45;190.58
Male;75;0;104.14;82.13;105.1;190.59
Male;66;2;68.24;79.27;102.55;176.85
Male;77;3;103.43;85.98;108.76;167.43
Male;93;2;121.87;66.04;98.72;191.28
Male;94;3;107.43;66.04;114.02;156.81
Male;74;1;72.86;104.76;97.8;181.08
Male;65;0;121.11;112.45;94.34;186.98
Male;77;4;116.13;66.04;110.26;198.12
Male;62;0;79.99;84.09;78.88;197.49
Male;82;4;120.06;111.16;79.29;171.33
Male;42;0;118.58;91.27;99.07;195.74
Male;87;2;115.95;70.26;102.73;183.03
Male;68;1;87.2;72.56;96.65;196.28
Male;77;4;86.67;72.27;95.23;169.08
Male;71;1;95.0;121.5;127.12;152.66
Male;87;0;107.38;66.04;115.51;194.02
Male;68;0;104.2;90.37;94.53;186.87
Male;80;0;92.42;112.62;85.82;195.12
Male;59;3;105.49;93.92;98.37;161.45
Male;56;0;71.88;68.5;118.07;187.99
Male;76;0;100.23;109.55;116.71;198.12
Male;69;4;108.7;93.68;91.73;192.26
Male;95;1;100.99;94.17;91.62;152.1
Male;42;4;121.92;74.16;112.71;196.67
Male;87;1;109.89;98.37;123.53;194.53
Male;73;4;103.34;68.09;92.92;158.34
Male;80;0;75.24;98.78;102.5;191.4
Male;65;1;109.45;66.6;101.33;188.21
Male;79;1;87.65;70.41;114.33;192.24
Male;84;0;103.43;101.78;95.52;164.39
Male;72;0;113.6;66.04;118.06;180.34
Male;76;0;75.99;103.94;105.08;183.73
Male;69;3;70.6;118.19;100.24;181.74
Male;58;0;74.86;89.03;118.82;192.45
Male;96;1;120.95;81.57;92.44;184.44
Male;87;1;105.82;119.33;112.04;169.79
Male;69;1;120.05;73.11;121.86;163.28
Male;88;3;108.89;66.04;104.04;196.54
Male;82;4;116.7;118.43;130.21;185.54
Male;79;1;72.42;81.28;96.06;176.34
Male;72;3;110.02;67.32;122.74;195.12
Male;67;2;91.77;111.54;83.79;186.41
Male;82;3;117.16;87.29;86.52;193.44
Male;68;0;112.2;113.18;82.1;198.12
Male;96;0;114.04;66.04;102.98;190.57
Male;109;3;113.57;117.88;78.44;187.19
Male;94;3;84.1;115.31;121.04;195.24
Male;78;4;111.48;82.87;118.03;166.72
Male;61;1;91.76;66.04;113.37;196.1
Male;42;0;85.12;77.88;89.38;189.1
Male;56;4;108.05;81.29;86.49;176.84
Male;62;1;86.62;77.68;80.81;176.25
Male;88;1;108.03;108.42;107.23;192.47
Male;54;1;92.84;101.19;117.82;187.9
Male;65;0;106.42;115.31;121.86;193.4
Male;85;1;80.64;66.04;104.18;188.46
Male;89;0;117.74;90.03;109.49;198.12
Male;76;0;115.39;95.12;81.07;198.12
Male;72;0;87.54;102.54;116.44;173.37
Male;67;3;86.13;115.49;105.42;189.09
Male;85;1;110.3;99.56;119.05;176.51
Male;42;3;75.04;69.94;104.33;191.03
Male;86;1;115.91;105.65;104.12;160.22
Male;98;3;95.09;85.35;121.83;188.61
Male;81;0;118.36;115.1;116.22;198.12
Male;63;2;97.03;86.45;126.9;185.66
Male;80;0;99.04;83.33;114.3;191.96
Male;79;0;103.08;75.22;124.74;160.49
Male;101;1;107.21;113.46;84.23;194.23
Male;79;0;111.05;127.0;111.97;186.31
Male;68;4;88.66;94.81;104.15;194.35
Male;84;0;121.66;127.0;106.07;184.59
Male;78;0;120.01;66.04;96.79;167.5
Male;83;3;121.92;110.94;124.74;187.25
Male;59;3;100.74;97.9;108.66;147.32
Male;70;0;99.53;66.04;118.71;190.23
Male;66;1;89.09;110.7;124.81;184.96
Male;72;4;69.46;107.63;107.21;156.87
Male;91;0;106.44;94.14;86.56;157.18
Male;93;1;121.11;115.33;87.39;190.67
Male;72;1;100.39;118.96;84.89;187.76
Male;101;4;103.04;99.32;118.67;193.74
Male;70;0;87.64;90.52;89.18;194.07
Male;86;1;105.24;80.14;111.37;178.37
Male;78;3;74.66;82.71;125.75;164.46
Male;79;0;110.63;69.93;91.48;156.18
Male;70;2;71.25;66.04;107.67;160.78
Male;75;3;90.98;120.11;107.21;191.86
Male;67;0;109.75;66.04;115.64;192.63
Male;91;0;117.29;105.99;101.85;186.9
Male;80;4;118.13;96.05;81.5;154.53
Male;78;1;80.2;119.06;99.41;185.97
Male;80;4;76.64;77.21;99.31;183.41
Male;70;3;73.44;78.58;107.51;198.12
Male;67;1;119.31;95.31;96.33;170.46
Male;65;4;88.08;91.15;127.94;160.61
Male;49;0;93.07;71.76;128.64;192.28
Male;84;1;68.5;100.96;78.53;194.58
Male;91;1;115.66;75.28;104.14;187.26
Male;92;4;118.03;115.53;84.28;183.05
Male;63;1;112.96;92.34;115.44;158.16
Male;79;3;114.19;94.24;108.39;188.17
Male;53;4;108.94;66.04;113.58;192.97
Male;104;3;121.92;92.83;123.84;188.07
Male;79;2;91.03;72.66;92.58;173.16
Male;91;2;115.45;113.43;94.04;182.06
Male;58;4;121.92;66.04;113.11;178.03
Male;103;4;112.54;67.33;124.54;160.1
Male;66;0;121.92;66.14;125.11;194.82
Male;92;2;72.15;66.04;85.36;182.32
Male;61;1;98.68;83.27;104.11;187.66
Male;70;0;106.1;91.89;109.39;183.1
Male;81;1;110.93;76.09;104.25;173.73
Male;78;1;121.92;97.13;111.1;176.11
Male;79;0;110.59;103.48;86.82;180.0
Male;73;0;74.36;82.16;106.48;153.68
Male;50;0;121.92;110.79;127.96;186.53
Male;71;4;75.63;98.17;109.73;185.09
Male;94;0;69.24;109.99;124.78;175.85
Male;62;0;106.27;97.75;117.66;175.96
Male;55;4;76.61;72.85;123.21;197.5
Male;81;3;94.42;126.93;81.8;185.66
Male;66;1;98.37;96.9;99.8;192.74
Male;70;1;109.42;109.01;121.41;187.43
Male;61;1;99.68;89.85;117.28;191.97
Male;72;0;118.04;112.48;107.35;188.92
Male;65;0;105.88;89.78;93.4;182.39
Male;48;1;121.92;88.96;93.7;161.64
Male;92;4;106.97;67.18;80.83;195.37
Male;75;3;76.8;124.3;78.22;196.59
Male;77;3;121.92;88.23;83.02;192.52
Male;108;0;111.46;84.06;119.69;172.11
Male;76;1;104.03;114.8;127.92;197.19
Male;50;0;77.68;69.53;110.61;188.44
Male;75;0;113.85;69.85;110.64;189.14
Male;67;0;108.12;72.48;102.16;195.08
Male;42;3;97.28;78.41;104.61;197.69
Male;87;4;88.35;111.08;89.94;191.0
Male;67;3;70.02;92.87;102.61;197.05
Male;51;3;120.55;89.42;118.96;198.12
Male;67;1;97.29;70.63;103.21;159.42
Male;63;3;93.47;72.44;102.03;147.32
Male;77;4;97.25;66.04;106.49;153.85
Male;44;4;113.18;102.46;116.71;188.7
Male;80;0;120.85;95.62;83.7;180.92
Male;42;4;94.27;73.33;106.98;189.4
Male;85;3;94.62;118.37;96.06;167.07
Male;82;1;88.8;112.73;98.66;157.04
Male;77;4;67.81;88.83;116.37;180.8
Male;59;0;120.1;112.89;100.4;198.12
Male;53;4;117.4;101.59;106.3;195.49
Male;47;4;104.18;66.04;102.31;161.35
Male;88;1;103.19;73.71;121.81;188.19
Male;56;1;74.11;66.04;110.39;169.14
Male;62;3;92.08;116.66;121.1;178.29
Male;43;2;119.08;120.59;118.86;179.36
Male;90;3;108.5;66.04;80.42;163.71
Male;77;3;105.94;78.52;117.55;153.73
Male;42;1;112.19;110.2;124.66;189.49
Male;68;0;98.45;66.04;115.62;185.66
Male;42;1;102.3;81.48;119.22;191.88
Male;66;4;99.45;85.74;114.0;190.24
Male;61;3;115.47;95.71;101.85;196.77
Male;42;2;101.76;115.57;80.2;190.64
Male;92;0;114.12;72.67;100.7;191.16
Male;68;0;79.83;92.39;131.37;191.15
Male;63;4;78.84;66.52;105.79;184.81
Male;47;0;80.17;102.05;123.13;173.77
Male;60;0;92.26;74.47;94.42;192.77
Male;56;3;101.2;81.69;82.16;193.92
Male;89;1;105.02;75.75;120.33;187.85
Male;61;1;115.13;103.23;84.12;176.57
Male;52;1;102.68;102.49;119.56;191.56
Male;78;2;94.84;108.87;126.52;164.13
Male;81;0;76.69;67.48;117.42;192.01
Male;79;3;91.53;101.12;92.21;196.26
Male;91;4;118.99;111.63;102.28;189.4
Male;72;3;78.37;105.48;83.34;198.12
Male;52;3;119.66;103.3;111.75;172.37
Male;82;1;71.35;73.07;118.19;192.85
Male;83;0;118.36;104.71;129.18;190.36
Male;42;0;113.26;100.16;91.65;198.12
Male;81;1;105.11;104.29;113.78;187.52
Male;72;3;113.6;71.38;121.34;198.12
Male;73;4;103.5;113.93;97.13;194.81
Male;75;1;107.92;104.9;104.45;195.19
Male;53;2;107.54;92.66;104.39;183.79
Male;97;1;121.92;88.57;127.58;152.98
Male;49;3;104.62;86.58;129.74;185.1
Male;77;1;84.35;108.74;85.85;187.63
Male;91;2;121.92;117.41;112.91;190.89
Male;65;0;83.13;102.09;100.2;185.6
Male;69;2;112.12;114.79;87.43;196.46
Male;73;4;121.73;91.09;76.2;181.55
Male;76;4;102.55;111.37;89.93;184.61
Male;75;0;103.8;114.0;127.3;181.4
Male;108;4;116.5;71.19;121.81;196.46
Male;100;3;67.81;100.91;131.25;193.92
Male;53;0;109.17;69.88;126.32;175.84
Male;69;4;106.36;70.23;96.67;198.12
Male;88;4;78.75;100.86;120.44;173.57
Male;72;1;79.74;78.35;119.45;153.52
Male;73;1;121.92;119.05;99.16;177.91
Male;71;0;93.76;69.78;99.57;188.29
Male;72;4;119.78;108.61;117.09;180.46
Male;68;0;117.77;88.16;84.6;152.61
Male;65;2;112.67;69.82;82.76;166.06
Male;53;1;118.13;91.96;119.85;193.8
Male;93;3;105.68;87.9;86.92;179.66
Male;64;2;121.92;77.9;104.07;198.12
Male;72;1;90.53;66.91;78.49;186.21
Male;92;1;99.41;90.26;92.23;197.04
Male;102;0;121.92;103.7;101.18;194.27
Male;67;0;106.61;93.71;106.88;191.61
Male;55;3;104.8;66.04;116.23;198.12
Male;96;4;94.85;75.66;105.88;185.22
Male;73;0;107.71;109.2;104.96;150.97
Male;66;3;74.27;113.24;82.58;183.19
Male;91;2;79.22;117.43;123.7;192.35
Male;75;4;77.75;70.64;96.99;151.66
Male;80;0;99.78;106.56;102.4;193.5
Male;90;1;94.81;120.42;118.16;188.81
Male;72;0;78.07;97.46;85.55;183.06
Male;72;0;98.4;75.05;101.78;192.86
Male;59;1;101.82;83.09;109.95;188.23
Male;62;0;86.72;72.97;109.16;185.89
Male;94;1;119.98;105.74;128.01;171.47
Male;65;3;71.19;74.99;124.24;193.23
Male;81;2;98.82;99.92;111.77;193.78
Male;71;1;109.43;81.87;105.42;188.77
Male;60;1;81.79;75.97;113.29;193.57
Male;66;1;107.58;110.54;100.7;198.12
Male;94;0;113.96;104.84;132.08;191.44
Male;49;0;120.37;98.56;116.38;158.4
Male;83;0;107.59;101.89;102.53;151.63
Male;89;3;109.4;116.99;105.25;189.26
Male;62;0;108.44;80.6;91.43;147.32
Male;61;1;107.73;121.97;95.33;193.0
Male;59;4;79.09;68.95;106.86;172.99
Male;87;3;104.71;83.86;121.9;154.93
Male;42;0;114.38;99.3;104.29;198.12
Male;78;2;110.83;80.2;120.32;188.6
Male;75;2;68.73;75.68;88.8;195.28
Male;50;1;79.67;116.95;80.8;189.0
Male;73;1;114.31;67.15;123.79;185.87
Male;48;0;118.32;96.33;76.2;185.15
Male;51;1;108.35;80.93;102.18;193.43
Male;77;0;121.92;71.0;93.04;194.42
Male;56;1;85.05;84.07;80.38;194.23
Male;43;4;78.2;66.04;95.79;198.12
Male;51;3;121.52;89.01;107.39;198.12
Male;79;0;112.07;94.34;80.75;165.77
Male;83;1;116.59;76.82;124.9;192.82
Male;96;3;74.37;102.14;114.8;193.72
Male;75;3;115.03;121.57;81.19;198.12
Male;92;3;121.92;115.22;120.59;148.55
Male;92;0;107.72;108.14;110.79;198.12
Male;82;1;112.69;101.9;117.49;177.06
Male;85;0;78.6;74.2;86.47;194.45
Male;69;3;121.92;97.46;121.44;198.12
Male;94;1;102.24;103.81;108.99;195.3
Male;65;1;66.04;77.07;105.96;156.73
Male;67;1;83.95;114.66;104.05;176.11
Male;66;3;69.51;91.35;122.28;195.3
Male;61;3;107.33;68.77;108.53;178.6
Male;76;1;97.9;119.25;124.04;190.49
Male;70;4;121.03;121.22;85.91;151.89
Male;94;4;110.16;69.02;129.27;198.12
Male;112;1;70.52;94.71;105.45;191.29
Male;42;0;105.01;78.66;123.03;190.04
Male;46;1;121.92;113.47;116.53;155.05
Male;52;2;97.01;109.95;88.32;178.96
Male;55;4;107.58;106.3;93.99;193.62
Male;105;4;111.58;88.99;118.98;198.12
Male;92;3;111.41;104.95;86.72;198.12
Male;57;4;112.88;76.92;112.26;188.39
Male;43;3;97.33;66.04;105.97;157.11
Male;72;1;111.29;116.54;98.02;182.22
Male;77;1;100.93;75.83;80.82;170.86
Male;69;0;76.74;111.69;118.46;184.49
Male;58;1;119.01;72.28;88.65;194.79
Male;64;0;107.54;82.9;115.61;191.91
Male;46;4;99.81;95.68;120.5;195.99
Male;68;1;98.12;96.14;109.47;184.34
Male;92;0;113.91;117.16;92.23;183.49
Male;74;0;111.13;97.95;126.39;191.68
Male;68;1;84.18;91.32;100.83;195.44
Male;57;1;79.98;79.97;125.34;170.08
Male;70;4;77.61;121.58;82.7;192.66
Male;52;3;114.28;66.04;131.48;185.72
Male;97;4;82.76;96.46;90.16;169.06
Male;54;2;114.83;75.6;113.06;189.05
Male;44;4;121.92;71.0;103.16;176.16
Male;48;3;106.54;87.72;88.19;175.41
Male;48;2;102.06;81.96;106.11;190.21
Male;74;4;108.32;68.05;116.74;189.49
Male;67;1;75.86;104.27;101.23;175.26
Male;70;1;119.04;97.37;118.03;171.09
Male;58;1;90.8;73.29;81.35;188.01
Male;49;0;99.21;100.16;127.43;196.59
Male;73;0;90.81;66.04;117.4;181.81
Male;66;4;94.19;66.68;132.08;198.12
Male;69;4;112.65;71.73;105.48;184.23
Male;67;1;83.76;66.04;92.42;186.06
Male;75;1;121.23;89.63;121.19;197.72
Male;60;1;98.38;96.99;106.39;195.66
Male;59;4;107.67;97.18;80.99;186.94
Male;74;0;102.2;91.59;96.96;189.87
Male;51;1;117.92;108.48;82.35;188.9
Male;71;2;97.15;75.76;82.29;157.07
Male;98;0;71.57;100.49;99.19;154.46
Male;72;1;95.69;69.6;110.85;180.91
Male;76;4;116.87;104.03;112.91;192.78
Male;54;4;112.13;73.4;111.61;198.12
Male;67;3;117.62;94.0;106.36;193.67
Male;70;1;100.82;113.24;113.0;188.85
Male;74;0;103.86;119.34;126.28;189.54
Male;51;3;94.07;98.72;116.15;155.83
Male;86;0;76.31;78.77;131.19;183.27
Male;59;4;103.32;69.36;98.47;174.12
Male;58;3;70.36;96.89;132.0;193.84
Male;77;1;121.92;78.37;110.37;192.92
Male;75;3;98.89;68.89;98.73;191.15
Male;87;4;103.43;78.4;118.64;188.51
Male;72;2;104.75;100.74;98.33;170.26
Male;58;1;97.01;96.38;88.34;190.53
Male;47;2;117.57;111.11;96.35;192.23
Male;76;0;102.03;81.03;117.74;163.59
Male;55;0;121.92;70.81;100.31;182.08
Male;54;3;66.04;79.69;105.09;194.17
Male;57;0;82.04;92.0;126.16;198.12
Male;68;0;103.15;112.88;117.5;195.33
Male;103;0;112.68;73.14;112.07;190.25
Male;43;0;109.15;95.21;104.13;169.79
Male;89;3;118.01;78.02;116.61;195.1
Male;71;0;115.14;66.04;94.97;194.76
Male;61;0;121.92;66.04;119.55;183.36
Male;63;0;121.92;103.58;115.79;168.03
Male;66;0;110.05;88.92;119.35;170.67
Male;90;0;107.65;79.31;123.61;191.86
Male;117;1;121.92;66.04;106.12;191.21
Male;66;3;103.01;78.19;113.24;193.59
Male;85;0;98.99;72.51;77.51;191.58
Male;47;1;111.28;112.51;123.56;187.45
Male;81;3;121.92;106.62;108.92;178.78
Male;97;4;121.41;103.7;76.2;172.82
Male;52;0;121.92;100.09;120.51;173.72
Male;66;4;103.99;73.08;123.3;189.68
Male;98;0;116.21;66.04;118.08;191.52
Male;85;0;101.5;97.24;116.26;198.12
Male;57;3;75.12;66.04;91.34;162.65
Male;97;3;97.79;119.88;112.92;156.94
Male;85;1;121.92;66.99;116.01;183.61
Male;67;0;121.92;66.04;117.19;186.3
Male;68;0;120.74;73.24;99.81;189.12
Male;70;1;97.18;72.68;81.89;174.71
Male;79;3;106.96;98.63;123.77;190.41
Male;74;3;77.26;72.99;125.66;180.52
Male;76;4;89.62;74.31;105.87;175.52
Male;70;1;88.02;110.99;102.21;156.32
Male;91;2;94.59;102.56;87.83;186.25
Male;45;3;74.42;109.98;105.78;150.76
Male;74;0;103.45;96.17;80.24;194.96
Male;98;1;79.62;75.28;127.93;191.91
Male;78;3;71.51;97.81;92.93;194.68
Male;81;0;75.23;84.87;105.08;189.05
Male;45;4;115.47;66.04;116.15;179.19
Male;67;4;97.27;82.37;106.92;193.22
Male;66;4;111.94;70.05;102.42;173.69
Male;67;0;110.43;81.9;125.63;181.86
Male;53;2;76.95;99.36;92.68;198.11
Male;48;0;86.57;84.99;129.29;165.98
Male;57;3;77.07;95.67;81.11;190.27
Male;94;3;121.92;80.96;113.49;189.29
Male;67;2;69.32;87.76;113.2;184.4
Male;42;1;101.29;111.23;111.32;198.12
Male;66;0;105.83;79.88;106.31;189.83
Male;80;3;110.98;87.17;120.68;177.49
Male;63;2;106.39;113.93;128.21;198.12
Male;74;4;116.33;92.56;106.12;172.18
Male;78;4;117.9;97.99;97.59;198.12
Male;88;1;107.02;75.2;129.48;180.33
Male;70;3;121.92;67.69;84.08;198.12
Male;88;1;100.15;94.1;98.79;197.02
Male;73;3;107.61;84.1;106.18;188.19
Male;55;1;120.8;97.37;80.63;166.06
Male;78;1;94.15;95.88;114.62;177.2
Male;71;4;69.79;79.01;126.02;179.02
Male;66;4;78.94;90.75;120.61;162.76
Male;60;0;121.92;70.88;110.54;182.62
Male;72;0;111.57;118.26;108.94;194.62
Male;89;1;88.4;86.38;121.1;162.66
Male;83;4;112.89;102.03;92.32;158.22
Male;96;1;79.12;111.07;125.67;161.66
Male;42;3;115.26;66.04;112.75;154.38
Male;70;3;101.42;95.52;97.03;175.18
Male;46;0;115.74;78.33;108.87;189.95
Male;65;0;94.86;66.04;115.09;147.32
Male;78;0;116.15;96.9;114.9;154.57
Male;69;2;117.57;108.36;108.02;171.83
Male;76;2;103.08;81.52;112.25;189.38
Male;82;2;121.92;110.57;100.57;180.41
Male;43;1;101.71;90.26;105.12;196.52
Male;75;0;93.14;67.15;106.91;162.78
Male;70;0;111.98;117.91;77.89;198.12
Male;106;1;121.92;116.12;90.52;168.36
Male;102;4;110.96;89.56;119.32;185.79
Male;58;1;99.68;70.77;105.51;179.52
Male;84;3;106.62;70.91;105.02;195.63
Male;77;0;107.82;82.04;116.72;181.43
Male;66;0;121.92;102.53;89.77;191.17
Male;76;0;92.29;98.48;112.92;186.89
Male;77;4;106.34;100.57;99.55;188.75
Male;73;0;68.8;122.49;99.51;162.14
Male;72;1;74.29;95.56;103.39;165.26
Male;79;1;91.11;95.3;106.94;163.86
Male;54;1;111.06;89.93;111.8;186.96
Male;87;3;109.36;69.05;107.55;186.67
Male;56;3;120.87;66.8;122.47;185.75
Male;82;1;82.61;94.66;102.08;198.12
Male;85;0;116.19;80.01;119.74;155.57
Male;78;0;89.63;111.68;117.29;176.33
Male;67;0;95.69;105.95;132.08;167.48
Male;79;2;108.83;82.17;121.33;194.68
Male;51;2;119.24;76.91;105.11;150.74
Male;75;4;109.73;76.18;107.65;198.12
Male;74;1;94.4;82.76;99.45;167.25
Male;73;2;119.87;66.04;121.31;187.37
Male;65;3;117.21;81.94;102.86;188.21
Male;63;4;105.79;66.04;122.55;180.35
Male;45;2;82.95;100.26;89.82;190.71
Male;81;0;120.23;104.51;98.38;192.6
Male;80;4;108.2;79.19;118.52;165.42
Male;85;0;93.63;73.67;132.08;190.1
Male;67;1;73.1;66.04;97.7;177.7
Male;43;0;95.47;104.26;107.32;173.45
Male;68;4;107.35;82.71;88.02;161.78
Male;84;2;108.97;66.04;132.08;187.7
Male;68;3;119.14;95.82;93.3;184.28
Male;79;2;111.74;85.78;106.3;191.84
Male;86;0;121.92;115.91;127.51;147.99
Male;79;1;111.15;69.95;108.74;182.68
Male;57;4;112.13;66.04;108.24;178.56
Male;42;4;87.43;66.95;130.51;195.61
Male;48;1;100.78;75.65;110.56;154.62
Male;58;4;87.15;66.04;80.65;195.56
Male;65;1;111.4;74.09;116.17;179.67
Male;51;1;79.2;113.5;97.24;193.93
Male;76;2;106.13;69.35;104.71;198.12
Male;42;0;107.88;90.51;129.36;190.26
Male;81;1;78.02;66.04;118.75;198.12
Male;78;2;94.34;89.74;122.12;168.93
Male;64;1;114.38;106.28;114.81;179.77
Male;63;4;100.11;101.77;102.41;173.44
Male;48;1;85.2;66.04;116.43;179.26
Male;78;3;99.67;107.11;92.26;188.5
Male;66;1;77.55;96.72;92.53;190.05
Male;42;3;121.92;70.56;111.73;186.97
Male;56;0;111.54;66.04;76.86;180.45
Male;73;4;90.6;93.99;108.9;149.79
Male;78;0;80.0;116.33;113.98;179.41
Male;74;1;109.36;91.37;104.48;188.81
Male;75;4;72.16;66.04;121.79;177.34
Male;87;4;105.56;72.42;108.74;174.01
Male;72;1;108.34;90.1;123.37;193.53
Male;52;3;113.35;72.97;127.26;181.13
Male;99;0;114.82;94.44;126.72;198.12
Male;73;1;93.96;72.41;123.65;161.37
Male;77;0;117.43;91.67;104.51;198.12
Male;81;1;121.92;116.65;98.6;157.88
Male;47;0;79.88;72.71;104.57;198.12
Male;52;0;76.96;111.24;132.08;189.5
Male;91;3;118.28;77.7;92.25;190.42
Male;100;4;89.91;113.04;101.96;198.12
Male;56;4;103.46;66.04;86.43;194.89
Male;72;3;120.06;113.69;119.95;195.33
Male;60;4;115.36;117.76;103.06;198.12
Male;66;1;72.67;66.04;110.76;198.12
Male;80;2;117.69;78.06;114.86;159.39
Male;80;0;97.57;66.04;110.07;193.37
Male;96;1;100.4;83.59;107.3;195.13
Male;93;4;115.67;66.04;103.67;151.9
Male;107;3;117.22;87.47;100.09;197.24
Male;92;3;91.53;115.58;101.45;180.8
Male;66;1;97.39;81.81;99.54;183.17
Male;58;1;74.62;83.78;129.11;186.3
Male;42;2;103.56;98.57;96.65;198.12
Male;80;4;100.95;66.04;105.22;193.29
Male;76;1;85.86;66.04;106.52;190.72
Male;77;3;89.16;71.03;123.23;187.18
